name,rate,rating_people,director,writer,actor,genre,place,language,year,movietime
盗潜黄金城,5.8,2240,史蒂文·奎里,吕克·贝松,沙利文·斯特普尔顿/J·K·西蒙斯/查理·比尤利/西尔维娅·侯克斯/约书亚·亨利/迪尔梅德·默塔/迪米特里·列奥尼达斯/克雷蒙斯·施伊克/艾文·布莱纳/彼得·达沃/卡里姆·谢里夫/丹尼斯·布里兹克,动作/犯罪/冒险,德国/法国/比利时/美国,英语/克罗地亚语/德语,2017,106
疯狂特警队,5.7,2912,丹尼·伯恩,丹尼·伯恩,丹尼·伯恩/爱丽丝·波尔/米歇尔·布朗/伊万·阿达勒/萨宾·阿泽玛/帕特里克·米勒/弗朗西斯·利范德/安·玛丽文/弗洛亨特·皮耶/阿兰·杜泰/于尔班·康塞利埃/弗朗索瓦·温琴泰利,喜剧/动作,法国/比利时,法语/英语/俄语/乌克兰语,2016,105
晚娘2012(下),5.3,4531,M.L. Pundhevanop Dhewakul,M.L. Pundhevanop Dhewakul,马里奥·毛瑞尔/萨维卡·恰雅德/西野翔/查亚鹏·朱利·普帕特,剧情,泰国,泰语,2013,115
西部英雄约拿·哈克斯,5.2,3359,Jimmy Hayward,马克·耐沃尔代,乔什·布洛林/约翰·马尔科维奇/梅根·福克斯/迈克尔·法斯宾德/威尔·阿奈特/小约翰·加拉赫/汤姆·沃帕特/迈克尔·珊农/韦斯·本特利/利欧·哈克福德,剧情/动作/惊悚/西部,美国,英语,2010,81
狄仁杰之幽冥道,5.0,1389,黄河,林珍钊,杨恭如/罗立群/何文辉/李若希/黄一飞,剧情/动作/悬疑/古装,中国大陆,汉语普通话,2018,97
童眼,4.6,5003,彭顺/彭发,彭发,杨丞琳/余文乐/江若琳/何浚尉/林家栋/谷祖琳/林司敏/徐正溪/周俊伟,惊悚/恐怖,香港,粤语/汉语普通话,2010,97
姐姐的朋友,4.4,1486,신현철,신현철,郑书允/김유강/朴初炫,剧情/情色,韩国,韩语,2016,95
蜜桃女孩,4.3,2128,神徳幸治,上田美和,山本美月/伊野尾慧/新田真剑佑/永野芽郁,剧情/喜剧/爱情,日本,日语,2017,116
寻龙夺宝,3.7,4947,马里奥·安德鲁西奥,马里奥·安德鲁西奥,山姆·尼尔/陈小春/王姬/罗伯特·马莫内/李林金/路易·科比特,动作/家庭/奇幻/冒险,澳大利亚,英语/汉语普通话,2011,93
嘿店,3.3,2181,姬棹馨,姬棹馨 Zhuo-xin Ji,朱茵/张达明/李菲儿/廖健/周觅/于婷婷,喜剧/惊悚,中国大陆,汉语普通话,2011,90
英雄之战,3.1,8899,虞军豪,虞军豪,陆毅/何润东/魏伊/张志康/侯勇/午马/翁虹/林威/李舒燃/章小军,动作/爱情,中国大陆,汉语普通话,2014,90
人间蒸发,2.8,2610,梁德森,梁德森,柳岩/李灿森/钟丽缇/何华超/国村隼/矢吹春奈/绪方义博/神乐坂惠,悬疑/惊悚,中国大陆/香港,汉语普通话/粤语/日语,2013,90
天窗,8.9,3414,史蒂芬·戴德利/罗宾·洛,戴维·黑尔,凯瑞·穆里根/比尔·奈伊/马修·比尔德/迈克尔·博特/戴维·黑尔,剧情/戏曲,英国,英语,2014,162
孤独的美食家,8.8,3303,沟口宪司,田口佳宏,松重丰/小松政夫/镰田小惠子/中村ゆうじ/中村靖日/コンバット満/ケン坊田中/寿一実/藤田可菜,剧情,日本,日语,2014,55
午宴之歌,8.6,10626,尼亚尔·迈克考米克,Christopher Reid,艾玛·汤普森/艾伦·瑞克曼/AndiSoric/SiubhanHarrison/约瑟夫·朗/GeorginaSutcliffe/ChristopherGrimes,剧情,英国,英语,2010,50
亨利四世：第二部分,8.6,6280,理查德·艾尔,莎士比亚,杰瑞米·艾恩斯/汤姆·希德勒斯顿/西蒙·拉塞尔·比尔/艾伦·阿姆斯特朗/朱丽·沃特斯/伊恩·格雷/玛克辛·皮克/大卫·道森,剧情/历史,英国,英语,2012,115
鲁邦三世：血烟的石川五右卫门,8.6,1126,小池健,高桥悠也,浪川大辅/栗田贯一/泽城美雪/小林清志/山寺宏一/土师孝也,动作/动画,日本,日语,2017,53
童年的许诺,8.2,2871,埃里克·巴比尔,埃里克·巴比尔,皮埃尔·尼内/夏洛特·甘斯布/迪迪埃·布尔东/让-皮埃尔·达鲁森/凯瑟琳·麦克马克/费尼肯·欧菲尔德/PawelPuchalski/尼莫·谢夫曼/佐伊·博伊尔/卢·肖万/EmilianoSuarez/AlbertoManeiro/PreciadoRodriguez/凯瑟琳·斯凯娜卡/MartaKlubowicz,爱情/传记,法国,法语,2017,131
太阳马戏团：遥远的世界,8.0,4675,安德鲁·亚当森,安德鲁·亚当森,EricaLinz/IgorZaripov/LutzHalbhubner/JohnClarke,奇幻,美国,英语,2012,91
先知,7.9,1861,罗杰·阿勒斯/盖坦··布里兹/保罗·布里兹/琼·格勒兹/穆罕默德·萨伊德·哈尔布/汤姆·摩尔/妮娜·佩利/比尔·普莱姆顿/乔安·斯法/米哈尔·索查,罗杰·阿勒斯,约翰·卡拉辛斯基/连姆·尼森/萨尔玛·海耶克/奎文赞妮·瓦利斯/阿尔弗雷德·莫里纳/弗兰克·兰格拉/阿萨夫·科恩,动画,美国/加拿大/黎巴嫩/卡塔尔,英语,2014,84
爱很怪,7.8,5251,艾拉·萨克斯,艾拉·萨克斯,阿尔弗雷德·莫里纳/约翰·利思戈/玛丽莎·托梅/夏恩·杰克逊/达伦·布罗斯/查理·塔汉/克里斯蒂安·库尔森/哈里特·桑塞姆·哈里斯/约翰·卡伦/曼尼·佩雷斯/SebastianLaCause/安德莱内·列诺斯/克里斯蒂娜·科克/杰森·斯图尔特,剧情/爱情/同性,美国/法国/巴西/希腊,英语/俄语,2014,98
四个月亮,7.8,2673,Sergio Tovar Velarde,Sergio Tovar Velarde,安东尼奥·委拉斯凯兹/AlejandrodelaMadrid/凯撒·拉莫斯/GustavoEgelhaaf/AlonsoEchánove/AlejandroBelmonte/GabrielSantoyo/SebastiánRivera/MónicaDionne/MartaAura/HugoCatalán/JorgeLuisMoreno/KarinaGidi/JuanManuelBernal/DiegoAlfonso,剧情/同性,墨西哥,西班牙语,2014,110
迷途知返,7.6,7314,奈特·法松/吉姆·拉什,奈特·法松,连姆·詹姆斯/山姆·洛克威尔/史蒂夫·卡瑞尔/托妮·科莱特/安娜索菲亚·罗伯/艾莉森·珍妮/玛娅·鲁道夫/罗伯·考德瑞/阿曼达·皮特,剧情/喜剧/家庭,美国,英语,2013,103
梅格雷的十字路口之夜,7.5,3087,莎拉·哈丁,斯图尔特·哈考特,罗温·艾金森/凯瑟琳·坎特/罗宾·威弗/婉妲·奥普琳斯卡/汤姆·拉斯齐哈/米娅·杰克森/本·卡普兰/艾丹·麦克阿德尔/肖恩·丁沃/李奥·斯塔/凯文·麦克纳利/斯蒂芬·怀特/马克·希普/保罗·查希迪/乔克·锡布廷/露西·科乎,剧情/悬疑/犯罪,英国,英语,2017,88
布鲁克林警察,7.4,7163,安东尼·福奎阿,Michael C. Martin,理查·基尔/唐·钱德尔/伊桑·霍克/韦斯利·斯奈普斯/JesseWilliams/莉莉·泰勒/艾伦·巴金,剧情/动作/惊悚/犯罪,美国,英语,2009,132
泥土之界,7.4,2312,迪·里斯,维吉尔·威廉斯,加内特·赫德兰/凯瑞·穆里根/杰森·克拉克/罗布·摩根/乔纳森·班克斯/杰森·米切尔/玛丽·布莱姬/克里·卡希尔/露西·浮士德/小凯文·哈里森/萨曼莎·霍弗/杰拉尔丁·辛格/大卫·詹森/乔恩·亚瑟/罗德里克·希尔,剧情,美国,英语,2017,134
我们,7.4,1097,乔丹·皮尔,乔丹·皮尔,露皮塔·尼永奥/温斯顿·杜克/莎哈迪·赖特·约瑟夫/伊丽莎白·莫斯/安娜·迪奥普/叶海亚·阿卜杜勒-迈丁/卡拉·海沃德/卡莉·谢尔顿/诺尔·谢尔顿/蒂姆·海德克/杜克·尼科尔森/EvanAlex,惊悚/恐怖,美国,英语,2019,116
德州，北海,7.3,5579,巴沃·德弗恩,巴沃·德弗恩,杰尔·弗劳里佐恩/马提亚斯·瓦格尔斯/妮娜·玛利亚·柯特卡斯/伊娃·范·德·古奇特/卡特简·达门/卢克·文思/托马斯·库芒,剧情/同性,比利时,荷兰语,2011,94
偷狗的完美方法,7.3,5595,金成浩,金成浩,金惠子/李来/崔民秀/姜惠贞/李弘基/李基英/曹恩智/SamHammington/李天熙,剧情/家庭,韩国,韩语,2014,110
管制塔,7.3,2494,三木孝浩,持地佑季子,山崎贤人/桥本爱/利重刚/松田美由纪,剧情/爱情/音乐,日本,日语,2011,68
只在那里发光,7.2,5368,吴美保,高田亮,绫野刚/池胁千鹤/菅田将晖/高桥和也/火野正平,剧情,日本,日语,2014,120
帝国双璧,7.2,3310,桑杰·里拉·彭萨里,桑杰·里拉·彭萨里,兰维尔·辛格/佩丽冉卡·曹帕拉/迪皮卡·帕度柯妮/米林德·索曼/阿尤什·坦东/坦维·阿兹米/阿迪亚·潘乔里/VaibbhavTatwawdi/马赫什·曼杰瑞卡/拉萨·默拉德/SukhadaKhandkekar/AnujaGokhale/GaneshYadav/YatinKaryekar,剧情/爱情/历史,印度,印地语,2015,158
帅气的恶魔,7.2,2963,约翰·巴特勒,约翰·巴特勒,费昂·奥谢/尼古拉斯·加利齐纳/安德鲁·斯科特/莫·邓福德/迈克尔·麦克埃尔哈顿/鲁里·奥康纳/马克·拉弗里/杰·达菲/杰米·哈拉汉/艾米·胡伯曼/阿道·欧汉隆/诺玛·谢汗/斯蒂芬·霍根/劳特里奥·萨帕尔利/休·奥康纳/马克·达赫蒂,剧情/同性/运动,爱尔兰,英语,2016,95
歇斯底里,7.1,7107,谭雅·维克斯勒,Jonah Lisa Dyer,玛吉·吉伦哈尔/休·丹西/乔纳森·普雷斯/菲丽希缇·琼斯/鲁伯特·艾弗雷特/阿什利·詹森/谢里丹·史密斯,喜剧/爱情,英国/法国/德国/卢森堡,英语,2011,100
天空上三公尺,7.0,2607,费尔南多·冈萨雷斯·莫利纳,费代里科·莫恰,玛利亚·瓦沃德/马里奥·卡萨斯/内瑞雅·卡马乔/阿尔瓦罗·塞万提斯/玛丽娜·萨拉斯/卢乔·费尔南德斯/安德烈娅·杜罗/迭戈·马丁/克里斯蒂娜·普拉萨斯/JordiBosch/JoanCrosas,剧情,西班牙,西班牙语,2010,120
最好的我,6.8,4225,迈克尔·霍夫曼,尼古拉斯·斯帕克斯,米歇尔·莫纳汉/詹姆斯·麦斯登/卢克·布雷西/丽亚娜·莱伯拉托/杰拉尔德·麦克雷尼/卡罗琳·古多尔/克拉克·彼得斯/塞巴斯蒂安·阿塞勒斯/乔恩·坦尼/肖恩·布里吉格斯/罗布·梅洛/亨特·巴克/伊恩·尼尔森/罗比·拉斯姆森,剧情/爱情,美国,英语,2014,117
西班牙情事,6.8,3843,埃米利奥·马丁内斯·拉萨罗,博尔哈·科贝亚加,克拉拉·拉戈/丹尼·罗维拉/卡门·马奇/卡拉·埃莱哈尔德/阿尔韦托·洛佩兹/阿方索·桑切斯/阿茨伯·加门迪亚/因阿基·贝拉尔特/艾戈兹·拉萨/桑蒂·格尔德,喜剧,西班牙,西班牙语/巴斯克语,2014,98
逆转胜,6.8,2844,孔玟燕,孔玟燕,温尚翊/黄姵嘉/王识贤/刘以豪/黄嘉千/孙鹏/姚安琪/张少怀/潘晓婷/陈松勇,剧情/喜剧,台湾,汉语普通话,2014,106
白夜,6.8,2280,李宋喜一,李宋喜一,元泰熙/李伊庚,剧情/爱情/同性,韩国,韩语,2012,75
边山,6.8,1784,李濬益,金世謙,朴正民/金高银/張航善/高俊/申贤彬/郑圭洙/金俊翰/裴济基/崔正憲/赵河硕/柳圣贤/韩星,剧情,韩国,韩语,2018,123
阁楼,6.7,4873,艾瑞克·范·洛依,韦斯利·斯崔克,詹姆斯·麦斯登/温特沃斯·米勒/罗娜·迈特拉/卡尔·厄本/马提亚斯·修奈尔/伊莎贝尔·卢卡斯/玛格丽塔·列维耶娃/艾瑞克·斯通斯崔特/瑞切尔·泰勒/多拉·马迪森·布鲁格/劳拉·凯洛蒂/克里斯汀·莱曼/瓦勒里·克鲁斯/伊莲·卡西迪/凯利·罗查,惊悚,美国/比利时,英语,2014,108
大丹麦狗马默杜克,6.7,4106,Tom Dey,Vince Di Meglio,欧文·威尔逊/艾玛·斯通/乔治·洛佩兹/克里斯托夫·梅兹-普莱瑟/史蒂夫·库根/斯泰西·弗格森/基弗·萨瑟兰/朱迪·格雷尔/卡罗琳·桑沙因/芬利·雅克布森/李·佩斯,喜剧/家庭,美国,英语,2010,87
我盛大的希腊婚礼2,6.7,2773,柯克·琼斯,妮娅·瓦达拉斯,妮娅·瓦达拉斯/约翰·考伯特/埃莱娜·康博里斯/莱妮·卡赞/迈克尔·康斯坦丁/安德列·马丁/伊恩·戈麦斯/格里·曼迪西诺/亚历克斯·沃尔夫/约翰·斯塔莫斯/丽塔·威尔逊/乔伊·费通/吉娅·卡迪斯/路易·曼迪勒,喜剧/爱情,美国,英语,2016,94
呼啸山庄,6.6,8750,安德里亚·阿诺德,艾米莉·勃朗特,卡雅·斯考达里奥/妮可拉·伯利/SteveEvets/奥列佛·米尔本/JamesHowson,剧情/爱情,英国,英语,2011,129
他和她的孤独情事,6.6,4639,内德·本森,内德·本森,詹姆斯·麦卡沃伊/杰西卡·查斯坦/妮娜·阿里安达/维奥拉·戴维斯/比尔·哈德尔/塞伦·希德/伊莎贝尔·于佩尔/威廉·赫特/杰丝·威克斯勒/妮基·米歇尔·詹姆斯/杰里米·萨默斯,剧情/爱情,美国,英语,2014,123
敬畏,6.6,2058,米歇尔·阿扎纳维西于斯,米歇尔·阿扎纳维西于斯,路易·加瑞尔/斯塔西·马汀/贝热尼丝·贝乔/米沙·莱斯科特/格莱高利·嘉德波瓦/费利克斯·基赛勒/亚瑟·欧瑟/马克·弗赖兹/霍曼·顾皮勒/让-皮埃尔·莫基/圭多·卡普里诺,喜剧/爱情/传记,法国/意大利/缅甸,法语/英语/意大利语,2017,107
欺诈圣手,6.5,3736,巴瑞·莱文森,黛安娜·亨利奎斯,罗伯特·德尼罗/米歇尔·菲佛/汉克·阿扎利亚/克里斯汀·康奈利/亚历桑德罗·尼沃拉/莉莉·拉贝/内森·达罗/凯瑟琳·纳杜奇/凯利·奥科/迈克尔·A.戈尔杰/克莱姆·张/迈克尔·卡斯洛夫/波特兰·赫尔米奇/阿曼达·沃伦/杰弗里·坎特尔/马尔塔·米兰斯/马科·查卡/索菲·冯·海索博格/斯蒂芬·考特尔,剧情/传记/历史/犯罪,美国,英语,2017,133
点五步,6.5,3081,陈志发,陈志发,林耀声/胡子彤/廖启智/谈善言/岑珈其/潘灿良/王思敏/税瀞熙/林海峰,剧情/运动,香港,粤语,2016,96
猫王与尼克松,6.5,2400,丽萨·约翰逊,乔伊·萨加尔,迈克尔·珊农/凯文·史派西/亚历克斯·帕蒂弗/约翰尼·诺克斯维尔/科林·汉克斯/埃文·彼得斯/艾什莉·本森/斯凯·费雷拉/泰特·多诺万/迪伦·潘/崔西·莱茨/阿娜·欧蕾利/乔伊·萨加尔,喜剧/历史,美国,英语,2016,86
无名女孩,6.5,2309,让-皮埃尔·达内/吕克·达内,让-皮埃尔·达内,阿黛拉·哈内尔/杰瑞米·雷乃/奥利维埃·古尔梅/托马斯·多雷/法布里齐奥·隆吉奥内/摩根·马林/马克·泽戈,剧情/悬疑/犯罪,比利时/法国,法语,2016,106
标靶,6.4,4108,尹鸿承,全哲洪,柳承龙/刘俊相/李阵郁/金成铃/赵汝贞/曹恩智/JinGuo,动作/惊悚,韩国,韩语,2014,98
荆棘,6.4,3001,金泰均,李星民,张赫/赵宝儿/鲜于善/张申英,剧情/惊悚,韩国,韩语,2014,117
生活残骸,6.3,7225,贾德·阿帕图,艾米·舒默,艾米·舒默/比尔·哈德尔/勒布朗·詹姆斯/蒂尔达·斯文顿/约翰·塞纳/丹尼尔·雷德克里夫/玛丽莎·托梅/柯林·奎恩/乔什·塞加拉/RyanFarrell/JimFlorentine/达沃·阿特尔/瓦妮莎·贝尔/兰道尔·朴/乔·格拉瑟/埃兹拉·米勒/布丽·拉尔森/迈克·比尔比利亚/诺曼·劳埃德/DaveHanson/皮特·戴维森/吉姆·卡拉梅尔勒/马索·曼恩/ClaudiaO'Doherty/蒂姆·麦道斯/NikkiGlaser/布里奇特·埃弗里特/阿杰·梅赫塔/TonyRomo/阿马雷·斯塔德迈尔/马修·布罗德里克/马弗·艾伯特/克里斯·艾微特/KevinThompson/莱斯莉·琼斯/马米·科西科/蒂姆·杜奎特/约翰·麦尼尔利/JoeMancini/桃乐丝·麦卡锡,喜剧/爱情,美国/日本,英语/汉语普通话,2015,125
新奇,6.3,2144,德雷克·多雷穆斯,本·约克·琼斯,尼古拉斯·霍尔特/莱娅·科斯塔/丹尼·赫斯顿/考特尼·伊顿/马修·格雷·古柏勒/庞·克莱门捷夫/大卫·塞尔比/阿曼达·塞拉/杰西卡·亨维克/小艾伯特·哈蒙德/丽阿娜·斯韦林根/埃尔莎·科克雷尔/丹尼尔·祖瓦图/埃里克·埃德尔斯坦/凯·伦诺克斯,剧情/爱情,美国,英语,2017,117
神奇宝贝剧场版：破坏之茧与蒂安希,6.3,1242,汤山邦彦,园田英树,松本梨香/大谷育江/梶裕贵/伊濑茉莉也/牧口真幸/林原惠美/三木真一郎/犬山イヌコ/石冢运升,动画,日本,日语,2014,76
街区大作战,6.2,8131,乔·考尼什,乔·考尼什,卢克·崔德威/AdamLeese/尼克·弗罗斯特/JodieWhittaker/JohnBoyega/AlexEsmail/FranzDrameh/LeonJones/SimonHoward,喜剧/动作/科幻,英国/法国,英语,2011,88
第55届金马奖颁奖典礼‎,6.2,3770,,,陶晶莹/李安/巩俐/谢盈萱/周迅/赵涛/曾美慧孜/孙俪/徐峥/邓超/段奕宏/邱泽/彭昱畅/胡歌/惠英红/涂们/桂纶镁/刘德华/刘嘉玲/张震/洪金宝/谢金燕/陈奕迅/苑琼丹/罗家英/黄信尧/莫文蔚/王力宏,真人秀,台湾,汉语普通话,2018,300
蓝盐,6.1,4820,李铉升,李铉升,宋康昊/申世京/千正明/尹汝贞/吴达洙/金雷河,剧情/犯罪,韩国,韩语,2011,120
致命对决,6.1,4611,马克·斯蒂文·约翰逊,埃文·达赫迪,罗伯特·德尼罗/约翰·特拉沃尔塔/米洛·文堤米利亚/伊丽莎白·奥林/黛安娜·柳贝诺娃/卡林·塞尔梅诺夫/斯蒂芬·施特雷夫,剧情/动作/惊悚,美国/比利时/保加利亚,英语/塞尔维亚语,2013,76
永远是我的女孩,6.1,1094,贝萨妮·阿什顿·沃尔夫,贝萨妮·阿什顿·沃尔夫,亚历克斯·罗伊/杰西卡·罗德/约翰·本杰明·西基/艾比·莱德·弗特森/泰勒·里格斯/皮特·坎姆博尔/吉莲·韦格曼/摩根·亚历山德里亚/劳伦·格罗斯/詹姆斯·拉克利/杰森·戴维斯/贝拉·洛茨/崔维斯·崔特/凯特林·哈里斯,剧情/爱情/音乐,美国,英语,2018,104
追爱,6.0,4768,刘怡明,管艺,应采儿/佟大为/董璇/熊乃瑾/勾峰/柯素云,喜剧/爱情,中国大陆/台湾,汉语普通话,2011,98
暗黑之地,6.0,4375,吉勒·巴盖特-布赫内,吉莉安·弗琳,科洛·莫瑞兹/查理兹·塞隆/克里斯蒂娜·亨德里克斯/尼古拉斯·霍尔特/寇瑞·斯托尔/德瑞·德·玛泰/泰伊·谢里丹/多拉·马迪森·布鲁格/安德里亚·罗斯/劳拉·凯洛蒂/肖恩·布里吉格斯/格伦·莫肖尔/艾迪.米勒/斯特林·杰里斯/杰夫·蔡斯/J·拉罗斯/理查德·古恩/艾珠·帕森斯/詹姆斯·马丁·凯利/詹姆斯·摩西·布莱克,剧情/悬疑/惊悚,法国,英语,2015,113
沙漠女王,6.0,2680,沃纳·赫尔佐格,沃纳·赫尔佐格,詹姆斯·弗兰科/妮可·基德曼/罗伯特·帕丁森/戴米恩·路易斯/珍妮·艾加特/马克·路易斯·琼斯/大卫·卡尔德/霍莉·厄尔/贝丝·戈达德/迈克尔·吉恩,剧情/传记/历史,美国/摩洛哥,英语,2015,128
王子殿下,5.9,7972,大卫·戈登·格林,Danny McBride,娜塔莉·波特曼/佐伊·丹斯切尔/詹姆斯·弗兰科/丹尼·麦克布莱德/戴米恩·路易斯/贾斯汀·塞洛克斯/CarolineGrace-Cassidy/TobyJones/查尔斯·丹斯/布莱恩·斯蒂尔,喜剧/奇幻/冒险,美国,英语,2011,102
虚空异界,5.9,2917,杰里米·格里斯佩/史蒂文·科斯坦斯基,杰里米·格里斯佩,亚伦·普尔/肯尼斯·威尔什/丹尼尔·法瑟斯/凯丝琳·蒙露/艾伦·王/米克·比斯科夫/阿特·欣德尔/斯蒂芬妮·贝尔丁/詹姆斯·米林顿/埃文·斯特恩/格雷丝·蒙罗/马修·肯尼迪/特里什·雷诺娜/大卫·斯科特/麦肯齐·索耶,科幻/悬疑/恐怖,加拿大,英语,2016,90
裸,5.8,6319,小沼雄一,石川美香穂,渡边奈绪子/佐津川爱美/永山毅/山本浩司/光石研,情色/传记,日本,日语,2010,103
恶魔的请柬,5.7,1009,提莫·塔哈亚托,提莫·塔哈亚托,切尔西·艾斯兰/佩维塔·皮尔斯/雷·萨亥塔彼/卡琳娜·苏万迪/萨摩·拉斐尔/哈迪贾·沙哈布/鲁思·马里尼/吉娜罗西/克拉拉·伯纳迪斯/妮科尔·罗西,恐怖,印度尼西亚,印度尼西亚语,2018,110
险恶2,5.6,2846,夏兰·福伊,斯科特·德瑞克森,莎妮·索萨蒙/詹姆斯·兰索恩/罗伯特·丹尼尔·斯隆/达塔尼安·斯隆/李·可可/塔特·艾灵顿/约翰·比斯利/豪威·约翰逊/伊桑·霍克/朱丽叶·赖伦斯/麦克·霍·迪阿达李奥/克莱尔·弗利,恐怖,美国,英语,2015,97
15点17分，启程巴黎,5.6,2081,克林特·伊斯特伍德,多萝西·布雷斯考,斯宾塞·斯通/安东尼·萨德勒/亚历克·斯卡拉托斯/朱迪·格雷尔/珍娜·费舍/贾里尔·怀特/托马斯·列农/托尼·海尔/P·J·伯恩/布莱斯·吉扎尔/斯蒂芬·考特尔/罗伯特·普拉尔戈/加里·维克斯,剧情/惊悚/历史,美国,英语/法语/阿拉伯语/德语/荷兰语,2018,94
乡下人,5.3,4099,德里克·马蒂尼,德里克·马蒂尼,科洛·莫瑞兹/布蕾克·莱弗利/罗瑞·卡尔金/埃迪·雷德梅恩/朱丽叶特·刘易斯,剧情/喜剧,美国,英语,2011,95
不能犯,5.2,2475,白石晃士,白石晃士,松坂桃李/泽尻英龙华/新田真剑佑/安田显/间宫祥太朗/真野惠里菜/芦名星/矢田亚希子/菅谷哲也/冈崎纱绘/忍成修吾/水上剑星/水上京香/今野浩喜/堀田茜/小林稔侍,剧情/悬疑/犯罪,日本,日语,2017,106
活尸电梯,5.1,2110,丹尼勒·米西奇亚,克里斯蒂亚诺·西科蒂,亚历山德罗·罗亚/卡罗利娜·克雷申蒂尼/克劳迪奥·卡米利/尤丽狄茜·艾克斯顿/马科·马内蒂/丹尼勒·尼西,惊悚/恐怖,意大利,意大利语,2017,100
拳霸3,5.0,3480,托尼·贾,托尼·贾,托尼·贾/丹楚朋,动作,泰国,泰语,2010,99
食物链,4.9,1705,Han Dong-ho,,尹雪喜/EomDa-hye,情色,韩国,韩语,2014,100
冰雪女王3：火与冰,4.8,1958,阿列克谢·特斯蒂斯林,安德烈·科林考夫,迪·布拉雷·贝克尔/洛瑞·加纳/DevinBaileyGriffin/杰森·格里菲斯/格林汉姆·豪斯蒂德/LaurieHymes/瓦内莎·约翰逊/加利克·哈尔拉莫夫/萨马拉·娜耶姆/伊万·阿赫洛贝斯金/ScottieRay/艾莉森·雷·罗森菲尔德/EileenStevens/比伊·鲍勃·汤普森/马克·汤普森,动画/家庭/冒险,俄罗斯/中国大陆,英语,2016,89
铁拳,4.7,2970,德怀特·H·里特,Alan B. McElroy,鲁克·高斯/田川洋行/约翰·芬/盖瑞·丹尼尔斯/凯莉·欧沃顿,剧情/动作/科幻/冒险,日本/美国,汉语普通话/日语/英语,2010,92
年轻母亲3,4.7,1266,蔡吉丙,蔡吉丙,金河来/永雅/宋永世,爱情/情色,韩国,韩语,2015,95
4B青年之4楼B座,4.3,4808,孙达,玫子,付辛博/彭宇/蒲巴甲/夏梓桐/刘心悠/田子田/郑浩南/傅颖/陈雅丽/董立范,喜剧/爱情,中国大陆,汉语普通话,2013,92
夏日恋神马,3.9,3588,钱国伟,贺鑫,方力申/江若琳/敖犬/张馨予,剧情/喜剧/爱情,香港,粤语/汉语普通话,2011,100
神通乡巴佬,3.9,2850,皮建鑫,马志全,王宝强/曾志伟/曹议文/葛蕾,剧情/喜剧/爱情,中国大陆,汉语普通话,2012,86
奶酪陷阱,4.0,2110,金帝荣,金帝荣,朴海镇/吴涟序/刘仁英/朴基雄/吴钟赫/文知允/朴山多拉,爱情/惊悚,韩国/中国大陆,韩语,2018,116
枕边有张脸,3.8,2689,赵小溪,牛朝杰,吴其江/赵仕瑾/王翀/赵叶索/刘妙/耿英埔/陶慧/王芯,悬疑/惊悚,中国大陆,汉语普通话,2013,96
喜乐长安,3.0,2643,竹卿,竹卿,张天阳/何泓姗/万仓/金亮/冀书亥/于德江/王连生/时尚/李妮妮/卢庆福源/张刚/王海军/石兴迁/马唯/江喜洋/刘彦含/李洋/王振利/王海军/沃志强/李继超/王军/万佳峰/高全军/刘頔/王志刚/周笑兵/陈松涛/宋民光/赵洪双/谷世奇/李海廷/吕鹏/范志/蒋承洋/双子,动作/爱情/武侠/古装,中国大陆,汉语普通话,2016,90
西蒙·阿姆斯特尔：顺其自然,9.4,1430,Michael Matheson,西蒙·阿姆斯特尔,西蒙·阿姆斯特尔,喜剧,英国,英语,2010,60
泰勒·斯威夫特：爱的告白世界巡回演唱会,9.3,1393,Ryan Polito,Taylor Swift,泰勒·斯威夫特,音乐,美国,英语,2011,129
海贼王娜美篇：航海士的眼泪与牵绊,8.6,1673,尾田荣一郎,尾田荣一郎,田中真弓/冈村明美/中井和哉/山口胜平/平田广明/大谷育江/山口由里子/矢尾一树/长岛雄一/小杉十郎太/日高法子/盐屋浩三/山崎和佳奈/麻生智久/森川智之/小野坂昌也/江川央生/高冢正也/高户靖广/挂川裕彦/服卷浩司/增谷康纪/三浦祥朗/宫崎宽务/藤本隆弘/荒井聪太/藤井雪代/照井春佳/西岛隆弘/大场真人,动画,日本,日语,2012,106
纯情罗曼史,8.4,1892,今千秋,中村春菊,樱井孝宏/花田光/伊藤健太郎/神奈延年/井上和彦/岸尾大辅,,日本,日语,2012,20
堀桑与宫村君,8.1,1506,夏目真悟,綾奈ゆにこ,濑户麻沙美/松冈祯丞/植田佳奈/细谷佳正/小林由美子/長谷川明子/下野纮/折笠爱/杉田智和/阿澄佳奈,动画,日本,日语,2012,21
绿地黄花,8.1,1557,武国越,越灵,陈盛荣/裴仲康/清美/美安/梅世侠/乐永/张秀莲/陈迈,剧情/儿童,越南,越南语,2015,103
壳中少女：排气,8.0,2314,工藤进,冲方丁,林原惠美/八岛智人/东地宏树/中井和哉/矶部勉/藤田淑子/土师孝也,科幻/动画,日本,日语,2012,68
起名风波,7.9,4732,亚历山大·德·拉·巴特里耶/马修·德拉波特,亚历山大·德·拉·巴特里耶,帕特里克·布鲁尔/瓦莱丽·本圭圭/夏尔·贝尔林/吉约姆·德·东克戴克/朱迪斯·厄尔·泽恩/弗兰西丝·法比安,喜剧,法国,法语,2012,109
